t_stamp,281821270005,hPa,994.12646
t_stamp,281920241121,hPa,994.0808
t_stamp,282020219187,hPa,994.09204
t_stamp,282120206360,hPa,993.95996
t_stamp,282220214167,hPa,994.001
t_stamp,282319197275,hPa,994.0796
t_stamp,282419173196,hPa,994.0105
t_stamp,282519142968,hPa,994.0945
t_stamp,282619126219,hPa,994.10034
t_stamp,282719119124,hPa,993.9678
t_stamp,282818092855,hPa,993.9846
t_stamp,282918076662,hPa,994.05176
t_stamp,283016976747,hPa,994.07544
t_stamp,283116872211,hPa,994.0359
t_stamp,283215783758,hPa,994.0928
t_stamp,283315691052,hPa,994.02686
t_stamp,283415586339,hPa,994.02246
t_stamp,283514469246,hPa,994.1726
t_stamp,283615367081,hPa,993.9751
t_stamp,283714250940,hPa,994.022
t_stamp,283813156440,hPa,993.94995
t_stamp,283914037066,hPa,994.04126
t_stamp,284012951537,hPa,994.06226
t_stamp,284112854434,hPa,993.969
t_stamp,284211742098,hPa,994.0066
t_stamp,284311626855,hPa,994.04004
t_stamp,284410526363,hPa,993.9746
t_stamp,284510433506,hPa,994.0156
t_stamp,284609326487,hPa,994.0051
t_stamp,284710220351,hPa,994.03125
t_stamp,284808101559,hPa,994.0408
t_stamp,284908018868,hPa,994.0464
t_stamp,285008994783,hPa,994.06616
t_stamp,285107993119,hPa,994.00977
t_stamp,285207966450,hPa,994.0198
t_stamp,285307969482,hPa,993.9685
t_stamp,285407968838,hPa,994.07227
t_stamp,285506947171,hPa,994.06396
t_stamp,285605948086,hPa,994.09326
t_stamp,285705946402,hPa,994.03394
t_stamp,285805920221,hPa,994.09863
t_stamp,285904937044,hPa,994.031
t_stamp,286004920336,hPa,994.05273
t_stamp,286104920508,hPa,993.9988
t_stamp,286203909010,hPa,994.03613
t_stamp,286303906517,hPa,994.0303
t_stamp,286402903726,hPa,993.9844
t_stamp,286502892318,hPa,994.0237
t_stamp,286601874258,hPa,993.97974
t_stamp,286701883314,hPa,994.06055
t_stamp,286801861688,hPa,994.0232
t_stamp,286900871786,hPa,994.01855
t_stamp,287000852308,hPa,994.02246
t_stamp,287100837480,hPa,993.9651
t_stamp,287199851165,hPa,993.9507
t_stamp,287299819081,hPa,994.02124
t_stamp,287398825813,hPa,994.0051
t_stamp,287498818007,hPa,994.10205
t_stamp,287598800749,hPa,994.052
t_stamp,287697795965,hPa,993.96313
t_stamp,287797803935,hPa,993.9822
t_stamp,287896804785,hPa,994.0039
t_stamp,287995713133,hPa,993.9309
t_stamp,288095622345,hPa,993.999
t_stamp,288195534471,hPa,994.01294
t_stamp,288295455314,hPa,993.9844
t_stamp,288394359634,hPa,994.08765
t_stamp,288493264943,hPa,994.0596
t_stamp,288593155660,hPa,993.9646
t_stamp,288693091810,hPa,994.03735
t_stamp,288791989067,hPa,994.05493
t_stamp,288891895677,hPa,994.08594
t_stamp,288990793332,hPa,994.0366
t_stamp,289090701341,hPa,994.01025
t_stamp,289189617847,hPa,994.0083
t_stamp,289289543402,hPa,993.9724
t_stamp,289389434423,hPa,994.01196
t_stamp,289488359252,hPa,993.9883
t_stamp,289587251750,hPa,994.01465
t_stamp,289687149944,hPa,993.9563
t_stamp,289787071178,hPa,993.9258
t_stamp,289885986416,hPa,993.9199
t_stamp,289985934151,hPa,994.0217
t_stamp,290085922254,hPa,993.9807
t_stamp,290184921677,hPa,993.98975
t_stamp,290284905870,hPa,994.0386
t_stamp,290383913496,hPa,993.92163
t_stamp,290483907381,hPa,993.9475
t_stamp,290582883440,hPa,993.9983
t_stamp,290682863914,hPa,994.00415
t_stamp,290781860791,hPa,994.07104
t_stamp,290880867298,hPa,994.02515
t_stamp,290981834895,hPa,994.00146
t_stamp,291080843729,hPa,993.98315
t_stamp,291180836131,hPa,994.011
t_stamp,291278812931,hPa,993.9763
t_stamp,291378795878,hPa,993.9844
t_stamp,291478791608,hPa,993.9783
t_stamp,291578796250,hPa,994.03687
t_stamp,291677792289,hPa,994.1592
t_stamp,291776769557,hPa,993.8728
t_stamp,291876750926,hPa,994.0029
t_stamp,291975736094,hPa,993.92773
t_stamp,292075729010,hPa,993.9851
t_stamp,292175737635,hPa,993.9768
t_stamp,292275711890,hPa,994.0276
t_stamp,292373710822,hPa,993.95264
t_stamp,292473696564,hPa,993.95435
t_stamp,292573698183,hPa,994.021
t_stamp,292672671146,hPa,993.9834
t_stamp,292772691087,hPa,993.9883
t_stamp,292872665288,hPa,993.9509
t_stamp,292971613477,hPa,993.9824
t_stamp,293070554733,hPa,993.99805
t_stamp,293170474587,hPa,993.9585
t_stamp,293270371335,hPa,993.95044
t_stamp,293369288830,hPa,993.9363
t_stamp,293469210019,hPa,993.87476
t_stamp,293569132390,hPa,993.94336
t_stamp,293667049446,hPa,993.9868
t_stamp,293766965791,hPa,993.9468
t_stamp,293866903960,hPa,994.03345
